Datetime,value,rolling_mean,rolling_std,z_score,anomaly
2017-01-31,8546511.0,8486884.666666666,1133892.2037396096,0.052585539557185916,False
2017-02-28,7153585.0,7942669.0,734386.7366089972,-1.0744801896117642,False
2017-03-31,7811126.0,7818943.833333333,670669.6714957235,-0.011656756918644819,False
2017-04-30,6930897.0,7736077.166666667,754142.3825407132,-1.0676765890732822,False
2017-05-31,7333479.0,7748892.5,744962.1108463949,-0.557630373346135,False
2017-06-30,8743889.0,7753247.833333333,751804.3010072389,1.3176848886597796,False
2017-07-31,9612810.0,7930964.333333333,1045490.7564334942,1.6086662233188789,False
2017-08-31,8905924.0,8223020.833333333,1029533.9078941377,0.6633129432944203,False
2017-09-30,8229831.0,8292805.0,1010036.6708845808,-0.06234823132198552,False
2017-10-31,7470418.0,8382725.166666667,880214.0128085739,-1.0364606259285634,False
