Datetime,value,rolling_mean,rolling_std,z_score,anomaly
2011-10-04,253315.0,247578.26666666666,22570.226795086208,0.2541726047069358,False
2011-10-05,257897.0,249045.36666666667,21718.925617175122,0.4075539227563606,False
2011-10-06,264534.0,249633.63333333333,21896.69581196275,0.6804847084977178,False
2011-10-07,269070.0,250044.96666666667,22149.04949542062,0.858954843062986,False
2011-10-08,247788.0,249525.33333333334,22007.899549360234,-0.07894135146504005,False
2011-10-09,227741.0,248173.16666666666,22060.320699959815,-0.9261953597394382,False
2011-10-10,257444.0,248442.4,22124.587077542084,0.40685957068718465,False
2011-10-11,269019.0,249033.03333333333,22437.79785507204,0.8907276371664463,False
2011-10-12,268115.0,247582.3,19459.874187406076,1.055130151524219,False
2011-10-13,262767.0,246487.6,17488.982353628686,0.9308374650296493,False
2011-10-14,248293.0,246213.9,17390.796672973556,0.1195517398711851,False
2011-10-15,223279.0,245441.93333333332,17887.42179902153,-1.2390233529655832,False
2011-10-16,211822.0,244296.7,18909.262251788554,-1.7173964572271112,False
2011-10-17,246861.0,245112.36666666667,18454.045764217528,0.09475609607102735,False
2011-10-18,256232.0,246529.76666666666,17570.811687497244,0.552179006063624,False
2011-10-19,262227.0,246762.66666666666,17735.778153570318,0.8719286630353053,False
2011-10-20,265025.0,246955.1,17906.4575413265,1.0091275707825673,False
2011-10-21,256773.0,246837.6,17827.274165708248,0.5573145904218654,False
2011-10-22,231441.0,246208.46666666667,18032.182092473176,-0.8189506178972522,False
2011-10-23,217146.0,245284.7,18797.3161164773,-1.4969530663653767,False
2011-10-24,248360.0,246216.96666666667,18204.367631448724,0.11772083363286708,False
2011-10-25,257017.0,247758.16666666666,17019.507152967246,0.5440130110770641,False
2011-10-26,256171.0,248042.56666666668,17088.592839071283,0.4756642872752229,False
2011-10-27,256625.0,248192.33333333334,17145.26369369847,0.4918365104974139,False
2011-10-28,255524.0,248293.6,17180.434000780962,0.4208508352973694,False
2011-10-29,230690.0,247552.56666666668,17451.264208100733,-0.9662661951355488,False
2011-10-30,224115.0,246791.33333333334,17968.772353309945,-1.2619856764536415,False
2011-10-31,252535.0,247809.53333333333,17370.36581460942,0.27204186239372696,False
2011-11-01,259032.0,249417.2,16005.39469269607,0.6007224554348305,False
2011-11-02,255689.0,249751.56666666668,16028.914581712454,0.3704201743084585,False
2011-11-03,264114.0,250111.53333333333,16231.675218393826,0.8626630633170259,False
2011-11-04,257635.0,250102.8,16227.4117837694,0.46416521010046047,False
2011-11-05,233128.0,249055.93333333332,16277.278758703,-0.978537848337647,False
2011-11-06,213494.0,247203.4,17064.45807781992,-1.9754157938255816,False
2011-11-07,253406.0,247390.66666666666,17101.879893306344,0.35173521103301264,False
2011-11-08,264133.0,248603.73333333334,16950.03304224955,0.916179138291855,False
2011-11-09,266240.0,248896.93333333332,17182.703396014855,1.0093328312172938,False
2011-11-10,274189.0,249069.26666666666,17415.82087907349,1.4423513831332935,False
2011-11-11,269169.0,249104.4,17456.582575458782,1.1494002284391955,False
